HO DATE,STATION, SERIES,VOUCHER NO,DCR DATE,ACC NAME,SUB HEAD,NARRATION,AMOUNT
02/01/2021,LACR,DPDEC20,14382,28/12/2020,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT LACR DT:28/12/20
",-172.00
02/01/2021,MSN,CRDEC20,2418,28/12/2020,Freight Collection O.S Others,,"RECOVERY OF CC AMOUNT AT:MSN DT:28-12-20
",11.00
02/01/2021,VGD,CRDEC20,2427,28/12/2020,Freight Collection O.S Others,,"RECOVERY OF CC AMOUNT AT:VGD DT:28-12-20
",250.00
02/01/2021,VJM,DPDEC20,14837,28/12/2020,Freight Collection O.S Others,,PAYMENT OF CLOTH BALL CC CHARGES AT VJM DT:28/12/20,-180.00
02/01/2021,VZR,DPJAN21,673,02/01/2021,Freight Collection O.S Others,,PAYMENT OF CC AMOUNT AT VZR DT:02/01/21,-350.00
02/01/2021,VZG,DPJAN21,97,01/01/2021,Freight Collection O.S Others,,PAYMENT OF CC AMOUNT AT VZG DT:01/01/21,-300.00
02/01/2021,VZR,DPJAN21,615,02/01/2021,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT VZR DT:02/01/21
",-695.00
02/01/2021,CHTR,DJJAN21,1567,02/01/2021,Freight Collection O.S Others,,"PAYMENT OF MSB BRANCH CLEARANCE FIXED COOLI PER HEAD RS.350/ ON 01.01.21 AT CHTR DT:02-01-21
",-1050.00
02/01/2021,VZI,DPJAN21,564,02/01/2021,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT VZI DT:02/01/21
",-597.00
02/01/2021,BETR,DJJAN21,3194,02/01/2021,Freight Collection O.S Others,,"PAYMENT OF BETR HAMALI MESTRI MONTHLY AMOUNT GIVING EXPENSES FOR THE MONTH OF DECEMBER 2020 AT BETR DT:02-01-21.
",-1500.00
02/01/2021,BLTR,DJJAN21,3197,02/01/2021,Freight Collection O.S Others,,"PAYMENT OF BLCB BRANCH LOADING CHARGESS  AMOUNT PAID AT BLTR DT:02-01-21
",-203.00
02/01/2021,VZI,DPJAN21,535,02/01/2021,Freight Collection O.S Others,,"PAYMENT OF SWEEPER SALARY FOR THE MONTH OF DEC-20 AT VZI Dt:02/01/20
",-1000.00
02/01/2021,MDR,DPDEC20,16758,31/12/2020,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT MDR DT:31/12/20
",-90.00
02/01/2021,VZR,DPJAN21,47,01/01/2021,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT VZR DT:01/01/21
",-540.00
02/01/2021,VZCA,DPJAN21,91,01/01/2021,Freight Collection O.S Others,,"PAYMENT OF COROMANDEL INTERNATIONAL LOADING CHARGES (DOOR BOOKING) AT VZCA DT:01/01/21
",-1112.00
02/01/2021,VZM,DPDEC20,16310,31/12/2020,Freight Collection O.S Others,,PAYMENT OF CC AMOUNT AT VZM DT:31/12/20,-130.00
02/01/2021,VZA,DPJAN21,241,01/01/2021,Freight Collection O.S Others,,PAYMENT OF CC AMOUNT AT VZA DT:01/01/21,-400.00
02/01/2021,MDR,CRDEC20,2744,31/12/2020,Freight Collection O.S Others,,"RECOVERY OF CC AMOUNT AT:MDR DT:31-12-20
",79.00
02/01/2021,VZCA,DPJAN21,66,01/01/2021,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT VZCA DT:01/01/21
",-1500.00
02/01/2021,BRPM,CRDEC20,2401,28/12/2020,Freight Collection O.S Others,,Recovery Of Cc Amount At:brpm Dt:28-12-20 ,350.00
02/01/2021,PTP,CRDEC20,2417,28/12/2020,Freight Collection O.S Others,,Recovery Of Cc Amount At:ptp Dt:28-12-20 ,245.00
02/01/2021,HO,DJJAN21,3156,02/01/2021,Freight Collection O.S Others,,AMOUNT PAYMENT TO VISHNUBHAI D MAKWANA FOR VDDS HAMALI CHARGES FOR THE MONTH OF DEC-20 ,-4000.00
02/01/2021,HO,DJJAN21,3157,02/01/2021,Freight Collection O.S Others,,AMOUNT PAYMENT TO RAVINDRA SINGH YADAV FOR VAPI HAMALI CHARGES FOR THE MONTH OF DEC-20 ,-10000.00
02/01/2021,HO,DJJAN21,3159,02/01/2021,Freight Collection O.S Others,,AMOUNT PAYMENT TO SHRIRAM SOPAN MENGDE FOR PNTR HAMALI CHARGES FOR THE MONTH OF DEC-20 ,-30000.00
02/01/2021,VZI,DPJAN21,106,01/01/2021,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT  VZI DT:01/01/21
",-296.00
02/01/2021,HYTR,DJJAN21,1600,02/01/2021,Freight Collection O.S Others,,"CC PAYMENT OF HOG BRANCH LOADING AND  UNLOADING CHARGES PURPOSE ON DT:01/01/2021 AT HYTR DT:02-01-21.
",-1664.00
02/01/2021,KALR,DPDEC20,15861,30/12/2020,Freight Collection O.S Others,,PAYMENT OF CC AMOUNT AT KALR DT:30/12/20,-50.00
02/01/2021,HO,CPJAN21,1120,02/01/2021,Freight Collection O.S Others,,Payment Of Hamali Charges For Hytr And H.o Canteen Provisions Loading Charges ,-250.00
02/01/2021,HO,CPJAN21,1122,02/01/2021,Freight Collection O.S Others,,Payment Of Travelling Expenses For Plumbing Materiala Transport Charges ,-200.00
02/01/2021,BNWR,CRDEC20,2152,24/12/2020,Freight Collection O.S Others,,Recovery Of Cc Amount At:bnwr Dt:24-12-20 ,20.00
02/01/2021,BNWR,CRDEC20,2293,26/12/2020,Freight Collection O.S Others,,Recovery Of Cc Amount At:bnwr Dt:26-12-20 ,130.00
02/01/2021,HYTR,DJJAN21,1709,02/01/2021,Freight Collection O.S Others,,"PAYMENT OF PVT COOLIE HAMALIES AUTO CHARGES ON DT:01/01/2021 AT HYTR DT:02-01-21.
",-420.00
02/01/2021,MDR,CRDEC20,2651,30/12/2020,Freight Collection O.S Others,,"RECOVERY OF CC AMOUNT AT:MDR DT:30-12-20
",106.00
02/01/2021,VZS,DPJAN21,238,01/01/2021,Freight Collection O.S Others,,"PAYMENT OF SWEEPER SALARY AMOUNT FOR THE MONTH DEC-20 AT VZS DT:01/01/21
  ",-300.00
02/01/2021,TTRJ,DPDEC20,15479,29/12/2020,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT TTRJ DT:29/12/20
",-324.00
02/01/2021,HYTR,DJJAN21,1633,02/01/2021,Freight Collection O.S Others,,"PAYMENT OF PVT COOLIE FOR HYTR AND HYN GODOWN CLEANING PURPOSE ON DT:02/01/2021 AT HYTR DT:02-01-21.
",-550.00
02/01/2021,HYTR,DJJAN21,1691,02/01/2021,Freight Collection O.S Others,,"CC PAYMENT FOR THE MONTH OF DEC-2020 AT HYTR DT:02-01-21.
",-1000.00
02/01/2021,KRTR,DJJAN21,1480,02/01/2021,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT KRTR DT:02-01-21
",-445.00
02/01/2021,KRTR,DJJAN21,1483,02/01/2021,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT KRTR DT:02-01-21
",-786.00
02/01/2021,CHTR,DJJAN21,3203,02/01/2021,Freight Collection O.S Others,,PAYMENT OF CHAL DDC CONSINGEMENT U/LOAD CHARGES AT CHTR DT:02-01-21,-295.00
02/01/2021,RCTR,DJJAN21,3153,02/01/2021,Freight Collection O.S Others,,"ciltd godon dt:-01/01/2021 2no of hamalis parday parherd hamalis charge for
Rs.330/-only AT RCTR DT:02-01-21.
",-660.00
02/01/2021,MDR,DPDEC20,15733,30/12/2020,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT MDR DT:30/12/20
",-867.00
02/01/2021,TPTR,DJJAN21,1351,02/01/2021,Freight Collection O.S Others,,"PAYMENT OF GAJJULAMANYAM SITE WATCH MAN DECEMBER MONTH 2020 ROOM RENT PURPOSE AT TPTR DT:02-01-21
",-5000.00
02/01/2021,VZM,DPJAN21,781,02/01/2021,Freight Collection O.S Others,,PAYMENT OF CC AMOUNT AT VZM DT:02/01/21,-38.00
02/01/2021,VZM,DPJAN21,422,01/01/2021,Freight Collection O.S Others,,PAYMENT OF CC AMOUNT AT VZM DT:01/01/21,-87.00
02/01/2021,VZCA,DPJAN21,494,02/01/2021,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT VZCA DT:02/01/21
",-1500.00
02/01/2021,MSG,CRDEC20,2365,26/12/2020,Freight Collection O.S Others,,"RECOVERY OF CC AMOUNT AT:MSG DT:26-12-20
",60.00
02/01/2021,CPRA,DPDEC20,14088,27/12/2020,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT CPRA DT:27/12/20
",-240.00
02/01/2021,CPRA,DPDEC20,14496,28/12/2020,Freight Collection O.S Others,,"PAYMENT OF CC AMUONT AT CPRA DT:28/12/20
",-132.00
02/01/2021,VSN,DPDEC20,14646,28/12/2020,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT VSN DT:28/12/20
",-168.00
02/01/2021,OGL,DPDEC20,12369,23/12/2020,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT OGL DT:23/12/20
",-480.00
02/01/2021,BNWR,DPDEC20,13608,26/12/2020,Freight Collection O.S Others,,PAYMENT OF CC AMOUNT AT BNWR DT:26/12/20,-745.00
02/01/2021,TRVL,CRDEC20,2270,25/12/2020,Freight Collection O.S Others,,"RECOVERY OF CC AMOUNT AT:TRVL DT:25-12-20
",23.00
02/01/2021,AMK,DPDEC20,14316,28/12/2020,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT AMK DT:28/12/20
",-254.00
02/01/2021,AMK,CRDEC20,2402,28/12/2020,Freight Collection O.S Others,,"RECOVERY OF CC AMOUNT AT:AMK DT:28-12-20
",115.00
02/01/2021,CPRA,DPDEC20,14079,27/12/2020,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT CPRA DT:27/12/20
",-375.00
02/01/2021,VGD,DPDEC20,15146,29/12/2020,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT VGD DT:29/12/20
",-30.00
02/01/2021,VSD,DPDEC20,14394,28/12/2020,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT VSD DT:28/12/20
",-35.00
02/01/2021,MUDN,CRDEC20,2137,24/12/2020,Freight Collection O.S Others,,"RECOVERY OF CC AMOUNT AT:MUDN DT:24-12-20
",10.00
02/01/2021,CDP,DPDEC20,14626,28/12/2020,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT CDP DT:28/12/20

",-691.00
02/01/2021,VLLR,DPDEC20,14845,28/12/2020,Freight Collection O.S Others,,PAYMENT OF CC AMOUNT AT VLLR DT:28/12/20,-206.00
02/01/2021,MUDN,DPDEC20,13116,25/12/2020,Freight Collection O.S Others,,PAYMENT OF CC AMOUNT AT MUDN DT:25/12/20,-81.00
02/01/2021,YGTL,CRDEC20,2326,26/12/2020,Freight Collection O.S Others,,"RECOVERY OF CC AMOUNT AT:YGTL DT:26-12-20
",109.00
02/01/2021,VJM,DPDEC20,13007,24/12/2020,Freight Collection O.S Others,,PAYMENT OF CLOTH BALL CC CHARGES AT VJM DT:24/12/20,-111.00
02/01/2021,GTK,DPDEC20,13442,25/12/2020,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT GTK DT:25/12/20
",-95.00
02/01/2021,MSN,DPDEC20,13468,26/12/2020,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT MSN DT:26/12/20
",-223.00
02/01/2021,MSG,DPDEC20,13526,25/12/2020,Freight Collection O.S Others,,PAYMENT OF CC AMOUNT AT MSG DT:25/12/20,-393.00
02/01/2021,MUDN,CRDEC20,2280,26/12/2020,Freight Collection O.S Others,,"RECOVERY OF CC AMOUNT AT:MUDN DT:26-12-20
",59.00
02/01/2021,CPRA,DPDEC20,14083,27/12/2020,Freight Collection O.S Others,,Payment Of Cc Amount At Cpra Dt:27/12/20,-45.00
02/01/2021,VSD,DPDEC20,13712,26/12/2020,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT VSD DT:26/12/20
",-72.00
02/01/2021,GOL,DPDEC20,14482,28/12/2020,Freight Collection O.S Others,,PAYMENT OF CC AMOUNT AT GOL DT:28/12/20,-138.00
02/01/2021,VJM,DPDEC20,14004,26/12/2020,Freight Collection O.S Others,,PAYMENT OF CLOTH BALES CC CHARGES AT VJM DT:26/12/20,-150.00
02/01/2021,VGD,DPDEC20,14584,28/12/2020,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT VGD DT:28/12/20
",-516.00
02/01/2021,RJY,DPDEC20,14687,28/12/2020,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT RJY DT:28/12/20
 ",-753.00
02/01/2021,GTK,DPDEC20,12576,24/12/2020,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT GTK DT:24/12/20
",-211.00
02/01/2021,TDVN,DPDEC20,13615,26/12/2020,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT  TDVN Dt:26/12/20
",-20.00
02/01/2021,MGBA,DPDEC20,14349,28/12/2020,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT MGBA DT:28/12/20
",-151.00
02/01/2021,GPPM,DPDEC20,11734,23/12/2020,Freight Collection O.S Others,,PAYMENT OF CC AMOUNT AT GPPM DT:23/12/20,-500.00
02/01/2021,CPRA,DPDEC20,14076,27/12/2020,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT CPRA DT:27/12/20
",-93.00
02/01/2021,LACR,DPDEC20,13644,26/12/2020,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT LACR DT:26/12/20
",-97.00
02/01/2021,KNCP,DPDEC20,13160,25/12/2020,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT KNCP DT:25/12/20
",-252.00
02/01/2021,YGTL,DPDEC20,12917,24/12/2020,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT YGTL DT:24/12/20
",-133.00
02/01/2021,VLLR,DPDEC20,14055,26/12/2020,Freight Collection O.S Others,,PAYMENT OF CC AMOUNT AT VLLR DT:26/12/20,-412.00
02/01/2021,PUT,CRDEC20,2158,24/12/2020,Freight Collection O.S Others,,"RECOVERY OF CC AMOUNT AT:PUT DT:24-12-20
",60.00
02/01/2021,YGTL,CRDEC20,2191,24/12/2020,Freight Collection O.S Others,,"RECOVERY OF CC AMOUNT AT:YGTL DT:24-12-20
",41.00
02/01/2021,GPPM,DPDEC20,12271,23/12/2020,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT GPPM DT:23/12/20
",-11.00
02/01/2021,CPRA,DPDEC20,14082,27/12/2020,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT CPRA DT:27/12/20
",-148.00
02/01/2021,TRVL,DPDEC20,13159,25/12/2020,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT TRVL DT:25/12/20
",-148.00
02/01/2021,GPPM,DPDEC20,12666,24/12/2020,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT GPPM DT:24/12/20
",-130.00
02/01/2021,AMK,DPDEC20,15370,29/12/2020,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT AMK DT:29/12/20



",-248.00
02/01/2021,VSH,DPDEC20,12557,24/12/2020,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT VSH DT:24/12/20
",-50.00
02/01/2021,PTP,DPDEC20,14431,28/12/2020,Freight Collection O.S Others,,PAYMENT OF CC AMOUNT AT PTP DT:28/12/20,-372.00
02/01/2021,GPPM,DPDEC20,13190,25/12/2020,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT GPPM DT:25/12/20
",-45.00
02/01/2021,BRPM,DPDEC20,14296,28/12/2020,Freight Collection O.S Others,,PAYMENT OF CC AMOUNT AT BRPM DT:28/12/20,-105.00
02/01/2021,AAP,DPDEC20,15138,29/12/2020,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT AAP DT:29/12/20
",-192.00
02/01/2021,VGD,CRDEC20,2503,29/12/2020,Freight Collection O.S Others,,"RECOVERY OF CC AMOUNT AT:VGD DT:29-12-20
",147.00
02/01/2021,TRVL,CRDEC20,2364,26/12/2020,Freight Collection O.S Others,,"RECOVERY OF CC AMOUNT AT:TRVL DT:26-12-20
",73.00
02/01/2021,NARP,DPDEC20,13518,26/12/2020,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT NARP DT:26/12/20
",-138.00
02/01/2021,STNM,CRDEC20,2407,28/12/2020,Freight Collection O.S Others,,"RECOVERY OF CC AMOUNT AT:STNM DT:28-12-20
",360.00
02/01/2021,CPRA,DPDEC20,14089,27/12/2020,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT CPRA DT:27/12/20
",-987.00
02/01/2021,GTK,DPDEC20,14061,27/12/2020,Freight Collection O.S Others,,PAYMENT OF CC AMOUNT AT GTK DT:27/12/20,-93.00
02/01/2021,YGTL,DPDEC20,13412,25/12/2020,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT YGTL DT:25/12/20
",-57.00
02/01/2021,YGTL,CRDEC20,2249,25/12/2020,Freight Collection O.S Others,,"RECOVERY OF CC AMOUNT AT:YGTL DT:25-12-20
",50.00
02/01/2021,VSN,DPDEC20,13904,26/12/2020,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT VSN DT:26/12/20
",-220.00
02/01/2021,CDP,DPDEC20,14637,28/12/2020,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT CDP DT:28/12/20
",-70.00
02/01/2021,TRVL,DPDEC20,14169,26/12/2020,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT TRVL DT:26/12/20
",-141.00
02/01/2021,VJM,DPDEC20,14183,27/12/2020,Freight Collection O.S Others,,PAYMENT OF CLOTH BALES CC CHARGES AT VJM DT:27/12/20,-225.00
02/01/2021,PLMR,CRDEC20,2320,26/12/2020,Freight Collection O.S Others,,"RECOVERY OF CC AMOUNT AT:PLMR DT:26-12-20
",53.00
02/01/2021,PUT,CRDEC20,2327,26/12/2020,Freight Collection O.S Others,,"RECOVERY OF CC AMOUNT AT:PUT DT:26-12-20
",41.00
02/01/2021,BNWR,DPDEC20,14377,28/12/2020,Freight Collection O.S Others,,PAYMENT OF CC AMOUNT AT BNWR DT:28/12/20,-355.00
03/01/2021,MDM,CRDEC20,2735,31/12/2020,Freight Collection O.S Others,,"RECOVERY OF CC AMOUNT AT:MDM DT:31-12-20
",34.00
03/01/2021,GID,DPJAN21,150,01/01/2021,Freight Collection O.S Others,,PAYMENT OF CC AMOUNT AT GID DT:01/01/21,-80.00
03/01/2021,GID,DPDEC20,15958,30/12/2020,Freight Collection O.S Others,,PAYMENT OF CC AMOUNT AT GID DT:30/12/20,-90.00
03/01/2021,MDR,DPJAN21,371,01/01/2021,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT MDR DT:01/01/21
",-227.00
03/01/2021,GID,CRDEC20,2707,31/12/2020,Freight Collection O.S Others,,"RECOVERY OF CC AMOUNT AT:GID DT:31-12-20
",370.00
03/01/2021,MDM,DPDEC20,16709,31/12/2020,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT MDM DT:31/12/20
",-44.00
03/01/2021,GRZ,CRDEC20,2741,31/12/2020,Freight Collection O.S Others,,"RECOVERY OF CC AMOUNT AT:GRZ DT:31-12-20

",227.00
03/01/2021,GRZ,DPDEC20,16250,31/12/2020,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT  GRZ DT:31/12/20
",-271.00
03/01/2021,MDR,CRJAN21,77,01/01/2021,Freight Collection O.S Others,,"RECOVERY OF CC AMOUNT AT:MDR DT:01-01-21
",45.00
03/01/2021,KNDP,CRJAN21,14,01/01/2021,Freight Collection O.S Others,,RECOVERY OF CC AMOUNT AT:AMK DT:01-01-21,226.00
03/01/2021,GID,CRJAN21,48,01/01/2021,Freight Collection O.S Others,,"RECOVERY OF CC AMOUNT AT:GID DT:01-01-21
",50.00
03/01/2021,KNDP,DPJAN21,12,01/01/2021,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT KNDP DT:01/01/21
",-170.00
03/01/2021,MDR,CRJAN21,147,02/01/2021,Freight Collection O.S Others,,"RECOVERY OF CC AMOUNT AT:MDR DT:02-01-21
",250.00
03/01/2021,GID,CRDEC20,2632,30/12/2020,Freight Collection O.S Others,,RECOVERY OF CC AMOUNT AT:GID DT:30-12-20,65.00
03/01/2021,MDR,DPJAN21,81,01/01/2021,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT  MDR DT:01/01/21
",-40.00
04/01/2021,CHTR,DJJAN21,3370,04/01/2021,Freight Collection O.S Others,,"PAYMENT OF MSB BRANCH FIXED COOLI PER HEAD RS.350/ PER HEAD ON 02.01.21 AT CHTR DT:04-01-21
",-1400.00
04/01/2021,MSG,CRDEC20,2659,30/12/2020,Freight Collection O.S Others,,"RECOVERY OF CC AMOUNT AT:MSG DT:30-12-20
",45.00
04/01/2021,HYTR,DJJAN21,3585,04/01/2021,Freight Collection O.S Others,,"PAYMENT OF HYTR AND HYN GODOWN CLEANING PURPOSE ON DT:04/01/2021 AT HYTR DT:04-01-21.
",-550.00
04/01/2021,MSM,DPDEC20,15530,29/12/2020,Freight Collection O.S Others,,PAYMENT OF CC AMOUNT AT MSM DT:29/12/20,-329.00
04/01/2021,CDTR,DJJAN21,3675,04/01/2021,Freight Collection O.S Others,,RECOVERY OF PVT VEH PATTA MAMULU AMT AT CDTR DT:04.01.21 VNO:1)AP04W2551/CD3626/30.12.20/CHTR AMT RS:400:00 VNO:2)AP26TT5569/CD3647/31.12.20/CHTR ,800.00
04/01/2021,CDP,DPDEC20,15997,30/12/2020,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT CDP DT:30/12/2020
",-72.00
04/01/2021,OGL,DPDEC20,16694,31/12/2020,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT OGL DT:31/12/20
",-1000.00
04/01/2021,BLTR,DJJAN21,4358,04/01/2021,Freight Collection O.S Others,,"PAYMENT OF BLCB BRANCH LOADING ON 05/01/21 EXPENCESS AMOUNT PAID AT BLTR DT:04-01-21
",-105.00
04/01/2021,SLTR,DJJAN21,3271,04/01/2021,Freight Collection O.S Others,,"PAYMENT OF CBSP BRANCH HAMALIES LOADING AND UNLOADING CHARGES FOR 16.12.20 TO 31.12.20 AT SLTR DT:04-01-21
",-1240.00
04/01/2021,HBTR,DJJAN21,4071,04/01/2021,Freight Collection O.S Others,,PAYMENT OF STOCK CHECKING PURPOSE HAMALI AMOUNT AT HBTR DT:04-01-21.,-200.00
04/01/2021,MSM,DPDEC20,16118,30/12/2020,Freight Collection O.S Others,,PAYMENT OF CC AMOUNT AT MSM DT:30/12/20,-74.00
04/01/2021,TRVL,CRDEC20,2539,29/12/2020,Freight Collection O.S Others,,"DELIVERY HAMALI CHARGES COLLECTED AMOUNT REMITTED TO HO 29.12.20 RS 49
",49.00
04/01/2021,VZA,DPJAN21,1557,04/01/2021,Freight Collection O.S Others,,PAYMENT OF CC AMOUNT AT VZA DT:04/01/21,-150.00
04/01/2021,CDP,DPDEC20,15991,30/12/2020,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT CDP DT:30/12/2020
",-710.00
04/01/2021,MSG,DPDEC20,15810,30/12/2020,Freight Collection O.S Others,,PAYMENT OF CC AMOUNT AT MSG DT:30/12/20,-296.00
04/01/2021,VLLR,DPDEC20,16097,30/12/2020,Freight Collection O.S Others,,PAYMENT OF CC AMOUNT AT VLLR DT:30/12/20,-594.00
04/01/2021,RCTR,DJJAN21,4105,04/01/2021,Freight Collection O.S Others,,"ciltd godon dt:-02/01/2021 2no of hamalis parday parherd hamalis charge for
Rs.330/-only AT RCTR DT:04-01-21

",-660.00
04/01/2021,HO,CPJAN21,1267,04/01/2021,Freight Collection O.S Others,,Payment Of Utility Building Water Line Tank Cleaning Charges ,-750.00
04/01/2021,OGL,DPDEC20,16692,31/12/2020,Freight Collection O.S Others,,Payment Of Cc Amount At Ogl Dt:31/12/20,-718.00
04/01/2021,CDP,DPDEC20,16627,31/12/2020,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT CDP DT:31/12/2020
",-547.00
04/01/2021,MSM,DPDEC20,15508,29/12/2020,Freight Collection O.S Others,,PAYMENT OF CC AMOUNT AT MSM DT:29/12/20,-322.00
04/01/2021,KALR,DPDEC20,16373,31/12/2020,Freight Collection O.S Others,,PAYMENT OF CC AMOUNT AT KALR DT:31/12/20,-135.00
04/01/2021,MDM,DPJAN21,304,01/01/2021,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT MDM DT:01/01/21
",-70.00
04/01/2021,RCHR,CRDEC20,2336,27/12/2020,Freight Collection O.S Others,,"RECOVERY OF CC AMOUNT AT:RCHR DT:27-12-20
",68.00
04/01/2021,BLHS,DPDEC20,15099,29/12/2020,Freight Collection O.S Others,,PAYMENT OF CC AMOUNT AT BLHS DT:29/12/2020,-250.00
04/01/2021,BLHS,DPDEC20,15108,29/12/2020,Freight Collection O.S Others,,PAYMENT OF CC AMOUNT AT BLHS DT:29/12/2020,-168.00
04/01/2021,HSSN,CRDEC20,2424,28/12/2020,Freight Collection O.S Others,,"RECOVERY OF CC AMOUNT AT:HSSN DT:28-12-20
",316.00
04/01/2021,YGTL,CRDEC20,2467,28/12/2020,Freight Collection O.S Others,,"RECOVERY OF CC AMOUNT AT:YGTL DT:28-12-20
",110.00
04/01/2021,BLHS,CRDEC20,2412,28/12/2020,Freight Collection O.S Others,,RECOVERY OF CC AMOUNT AT:BLHS DT:28-12-20,324.00
04/01/2021,CDP,DPDEC20,15329,29/12/2020,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT CDP DT:29/12/2020
",-580.00
04/01/2021,PVGD,DPDEC20,12121,23/12/2020,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT PVGD DT:23/12/20
",-189.00
04/01/2021,KPGN,DPDEC20,12989,25/12/2020,Freight Collection O.S Others,,PAYMENT OF COOLY AMOUNT AT KPGN DT:25/12/20,-126.00
04/01/2021,RCHR,CRDEC20,2318,26/12/2020,Freight Collection O.S Others,,"RECOVERY OF CC AMOUNT AT:RCHR DT:26-12-20
",101.00
04/01/2021,PVGD,DPDEC20,14380,28/12/2020,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT  PVGD DT:28/12/20
",-657.00
04/01/2021,PVGD,CRDEC20,2272,25/12/2020,Freight Collection O.S Others,,"RECOVERY OF CC AMOUNT AT:PVGD DT:25-12-20
",50.00
04/01/2021,PVGD,DPDEC20,13606,26/12/2020,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT PVGD DT:26/12/20
",-372.00
04/01/2021,ARKM,DPDEC20,13825,26/12/2020,Freight Collection O.S Others,,PAYMENT OF CC AMOUNT AT ARKM DT:26/12/2020,-360.00
04/01/2021,BGUB,DPDEC20,13200,25/12/2020,Freight Collection O.S Others,,PAYMENT OF CC AMOUNT AT BGUB DT:25/12/20,-425.00
04/01/2021,SMG,DPDEC20,13172,25/12/2020,Freight Collection O.S Others,,PAYMENT OF CC AMOUNT AT SMG DT:25/12/20,-289.00
04/01/2021,DVG,DPDEC20,13368,25/12/2020,Freight Collection O.S Others,,PAYMENT OF COROMANDEL INTERNATIONAL LTD DOOR PICK UP CHARGES AT DVG DT:25/12/20,-670.00
04/01/2021,SMG,DPDEC20,14048,27/12/2020,Freight Collection O.S Others,,PAYMENT OF CC AMOUNT AT SMG DT:27/12/20,-232.00
04/01/2021,RCHR,CRDEC20,2178,24/12/2020,Freight Collection O.S Others,,"RECOVERY OF CC AMOUNT AT:RCHR DT:24-12-20
",107.00
